文学,外国文学,守望灯塔,(英)詹妮特·温特森/侯毅凌/人民文学出版社/2005-12/17.00,8.6,1669\u4eba\u8bc4\u4ef7
文学,外国文学,暗杀大师：死亡信使,[美]丹尼尔·席尔瓦/陈亮、莫结胜/江苏凤凰文艺出版社/2017-4/49.90元,7.4,276\u4eba\u8bc4\u4ef7
文学,外国文学,一个无政府主义者的意外死亡,（意大利）达里奥·福/吕同六/译林出版社/1998-10-01/29.80元,8.6,1129\u4eba\u8bc4\u4ef7
文学,外国文学,逃离2147,[美]A.G.里德尔/中信出版社/2017-7/49.00元,7.8,201\u4eba\u8bc4\u4ef7
文学,外国文学,戴上手套擦泪,[瑞典]乔纳斯·嘉德尔/郭腾坚/甘肃人民美术出版社/2017-9-16/38,8.9,455\u4eba\u8bc4\u4ef7
文学,外国文学,写在身体上,[英]珍妮特·温特森/周嘉宁/新星出版社/2011-4/25.00元,8.2,2404\u4eba\u8bc4\u4ef7
文学,外国文学,巴托比症候群,[西班牙]恩里克·比拉-马塔斯/蔡琬梅/上海人民出版社/2015-3/45.00元,8.0,778\u4eba\u8bc4\u4ef7
文学,外国文学,北美殉道者花园,[美]托拜厄斯·沃尔夫/孙仲旭/译林出版社/2016-10/35.00,8.3,274\u4eba\u8bc4\u4ef7
文学,外国文学,一个陌生女子的来信,[奥]茨威格/李政/中国社会科学出版社/2004-5/20.00元,8.6,22564\u4eba\u8bc4\u4ef7
文学,外国文学,从卡夫卡到昆德拉,吴晓东/生活·读书·新知三联书店/2003-8-1/39.60,8.7,2549\u4eba\u8bc4\u4ef7
文学,外国文学,与往事说再见,(法)菲利普·贝松/潘巧英/上海社会科学院出版社/2012-3/22.00元,7.3,726\u4eba\u8bc4\u4ef7
文学,外国文学,单程票,[法]迪迪尔·范·考韦拉尔特/李珂/新星出版社/2016-9/32.00元,7.7,432\u4eba\u8bc4\u4ef7
文学,外国文学,往事与随想,(俄)赫尔岑/项星耀/人民文学出版社/1993-5/77.00,9.4,307\u4eba\u8bc4\u4ef7
文学,外国文学,马丁·伊登,（美）杰克・伦敦/殷惟本/人民文学出版社/2004-01/18.00元,8.7,1230\u4eba\u8bc4\u4ef7
文学,外国文学,雨必将落下,(英)米歇尔·法柏/冯倩珠/新星出版社/2011-9/25.00元,7.9,1573\u4eba\u8bc4\u4ef7
文学,外国文学,世上另一个我(修订版),[美]萨拉·帕坎南/胡绯/湖南文艺出版社/2015-9/38.00元,7.7,3718\u4eba\u8bc4\u4ef7
